id,totalwhite,totalppl,under18,total18,built_after_2000,totalhu
270531092002,943,1062,93,1062,10,467
270531092003,958,1316,96,1316,9,901
270531093001,624,922,190,922,31,349
270531093002,831,994,50,994,17,581
270531093003,567,678,19,678,0,413
270531093004,472,585,58,585,0,342
270531093005,413,749,132,749,14,304
270531094001,294,1301,408,1301,0,408
270531094002,208,884,259,884,8,239
270531097001,320,806,319,806,10,248
270531097002,567,784,140,784,3,355
270531097003,438,866,204,866,11,336
270531098001,650,705,200,705,36,256
270531098002,946,1162,390,1162,37,428
270531098003,683,729,106,729,24,362
270531098004,674,780,121,780,18,439
270531098005,789,861,251,861,33,318
270531099001,431,645,100,645,43,345
270531099002,1051,1173,267,1173,0,475
270531099003,818,944,215,944,6,420
270531099004,876,1008,110,1008,8,549
270531100001,332,1179,388,1179,13,374
270531100002,382,831,213,831,10,223
270531101001,726,1068,232,1068,15,457
270531101002,689,945,176,945,8,456
270531101003,504,1056,459,1056,54,402
270531102001,909,1103,223,1103,16,470
270531102002,642,735,70,735,0,363
270531102003,635,755,102,755,8,364
270531102004,624,875,228,875,28,385
270531104001,519,565,73,565,0,294
270531104002,795,852,187,852,9,384
270531104003,551,772,89,772,0,378
270531104004,407,1155,366,1155,74,405
270531105001,495,510,62,510,0,328
270531105002,1227,1395,296,1395,38,495
270531105003,1276,1414,218,1414,241,753
270531105004,462,587,87,587,12,340
270531105005,767,780,149,780,20,420
270531108001,709,793,153,793,0,298
270531108002,514,685,158,685,0,321
270531108003,689,751,190,751,9,314
270531108004,751,849,165,849,11,376
270531108005,707,826,205,826,7,332
270531108006,415,636,107,636,0,286
270531109001,832,1221,247,1221,0,533
270531109002,632,929,138,929,24,425
270531109003,601,1175,273,1175,84,486
270531111001,380,467,51,467,6,247
270531111002,840,935,207,935,0,419
270531111003,842,1018,204,1018,106,449
270531111004,747,903,148,903,7,412
270531112001,1308,1336,355,1336,70,556
270531112002,798,845,205,845,0,360
270531112003,936,1018,233,1018,24,462
270531113001,675,717,209,717,19,301
270531113002,708,879,206,879,7,362
270531113003,894,1030,230,1030,0,424
270531113004,852,972,355,972,18,403
270531113005,596,671,162,671,8,286
270531113006,429,732,240,732,0,231
270531114001,964,1045,335,1045,45,330
270531114002,673,830,235,830,0,270
270531114003,719,753,193,753,7,322
270531114004,1307,1463,438,1463,22,593
270531115001,1228,1488,434,1488,35,542
270531115002,1125,1331,385,1331,21,586
270531115003,843,874,172,874,0,325
270531115004,928,972,124,972,0,419
270531115005,499,696,103,696,13,390
270531116001,353,514,126,514,13,246
270531116002,1068,1221,225,1221,18,473
270531116003,848,926,293,926,26,317
270531116004,427,517,38,517,7,265
270531225001,577,705,136,705,0,299
270531225002,1323,1990,433,1990,144,995
270531225003,760,886,181,886,37,426
270531226001,1376,1482,260,1482,0,638
270531226002,693,782,116,782,81,412
270531255001,693,1147,202,1147,427,690
270531255002,609,803,148,803,7,284
270531255003,1260,1751,426,1751,58,710
270531256001,951,1083,162,1083,18,548
270531256002,1636,2278,188,2278,233,817
270531257001,162,724,222,724,0,288
270531257002,120,1484,569,1484,32,335
270531257003,406,1554,529,1554,22,563
270531258001,408,1156,228,1156,147,350
270531258002,578,1613,525,1613,58,424
270531258003,534,2494,868,2494,275,908
270531259001,248,1099,248,1099,180,362
270531259002,81,2196,969,2196,80,532
270531259003,188,1586,582,1586,127,485
270531260001,209,619,223,619,0,325
270531260002,327,1063,240,1063,97,350
270531260003,195,1622,486,1622,107,697
270531260004,265,2368,912,2368,8,811
270531261001,1468,2355,437,2355,817,1042
270531261002,883,1242,0,1242,298,1016
270531261003,796,2122,84,2122,204,1073
270531261004,677,1376,37,1376,50,865
270531262001,3105,3489,113,3489,1346,2356
270531262002,1372,2271,561,2271,945,1311
271230301001,742,858,144,858,10,291
271230301002,956,1381,192,1381,7,413
271230301003,527,842,92,842,17,472
271230301004,764,820,206,820,0,313
271230301005,855,1132,290,1132,9,401
271230302011,1016,1218,163,1218,0,590
271230302012,1125,1559,353,1559,14,473
271230302013,947,1113,186,1113,20,524
271230302014,1356,1545,306,1545,44,603
271230302021,1758,2205,239,2205,46,1129
271230303001,770,1016,242,1016,0,395
271230303002,648,957,212,957,43,421
271230303003,647,819,145,819,0,413
271230303004,413,742,160,742,0,251
271230303005,525,614,140,614,20,247
271230303006,783,799,93,799,0,313
271230303007,1051,1152,281,1152,0,403
271230304001,488,2159,672,2159,66,742
271230304002,833,2913,710,2913,76,989
271230304003,733,2048,694,2048,64,839
271230305001,182,2263,1215,2263,7,521
271230305002,342,1983,607,1983,8,664
271230305003,193,703,221,703,53,373
271230305004,280,995,347,995,6,350
271230306011,445,3397,1130,3397,141,1232
271230306012,597,2848,962,2848,16,711
271230306021,523,842,195,842,22,298
271230306022,611,699,147,699,0,289
271230306023,527,694,205,694,0,296
271230306024,858,1932,586,1932,16,645
271230307021,595,1054,260,1054,12,359
271230307022,587,1321,373,1321,5,414
271230307023,405,773,215,773,0,249
271230307024,628,845,198,845,0,334
271230307025,581,1368,363,1368,0,455
271230307031,682,829,155,829,0,351
271230307032,489,1296,405,1296,0,389
271230307033,762,2039,600,2039,17,604
271230307041,239,913,309,913,0,261
271230307042,434,804,311,804,20,255
271230307043,692,2716,919,2716,50,1065
271230308001,356,1482,506,1482,0,482
271230308002,612,1450,476,1450,0,498
271230308003,384,918,286,918,9,291
271230308004,439,1403,370,1403,0,497
271230309001,312,990,350,990,0,329
271230309002,159,1165,456,1165,9,312
271230309003,539,2287,864,2287,39,541
271230310001,400,863,308,863,0,264
271230310002,290,1178,429,1178,0,263
271230310003,254,1091,433,1091,0,398
271230310004,99,442,120,442,11,264
271230310005,198,815,150,815,0,320
271230311001,895,1846,507,1846,0,646
271230311002,350,808,247,808,13,327
271230311003,674,1288,386,1288,14,408
271230312001,592,1450,319,1450,64,718
271230312002,376,573,104,573,15,219
271230312003,712,910,112,910,0,422
271230313001,206,1088,384,1088,11,419
271230313002,434,1341,514,1341,0,456
271230314001,288,985,205,985,5,333
271230314002,364,1940,580,1940,162,783
271230315001,189,509,112,509,52,260
271230315002,251,1388,555,1388,26,352
271230315003,272,1142,410,1142,58,327
271230316001,353,1271,322,1271,14,393
271230316002,101,1082,471,1082,28,314
271230316003,179,597,219,597,9,201
271230316004,327,1247,336,1247,0,426
271230317011,352,1963,524,1963,17,536
271230317012,224,1144,383,1144,15,331
271230317021,273,1853,648,1853,70,529
271230317022,123,1321,491,1321,19,368
271230317023,372,1488,411,1488,28,531
271230317024,301,1857,591,1857,166,829
271230318011,325,1745,569,1745,206,628
271230318012,224,1548,553,1548,27,497
271230318013,492,654,137,654,21,264
271230318014,478,1196,380,1196,0,364
271230318021,603,1108,374,1108,0,345
271230318022,723,950,290,950,21,419
271230318023,523,1201,361,1201,0,403
271230318024,187,1020,268,1020,17,379
271230319001,727,1202,84,1202,188,750
271230319002,459,698,92,698,39,332
271230320001,621,878,177,878,0,293
271230320002,767,1503,360,1503,0,565
271230320003,668,905,195,905,9,410
271230321001,584,1366,415,1366,0,675
271230321002,1525,2019,212,2019,0,510
271230322001,420,608,45,608,7,373
271230322002,574,891,268,891,8,363
271230322003,870,975,126,975,0,322
271230323001,541,1133,222,1133,11,409
271230323002,686,957,270,957,22,316
271230323003,415,738,248,738,50,383
271230323004,573,662,164,662,8,250
271230324001,178,1334,424,1334,0,628
271230324002,602,1547,317,1547,0,576
271230325001,153,987,289,987,66,280
271230325002,215,1057,366,1057,18,339
271230325003,507,1266,423,1266,9,513
271230325004,279,522,106,522,10,221
271230326001,310,1859,803,1859,34,463
271230326002,247,1126,321,1126,84,368
271230326003,140,759,292,759,45,215
271230327001,95,1082,386,1082,0,355
271230327002,293,1687,564,1687,38,552
271230330001,200,588,132,588,24,276
271230330002,356,1341,219,1341,72,328
271230331001,208,739,221,739,23,235
271230331002,311,874,224,874,6,294
271230332001,892,1377,121,1377,128,664
271230332002,1097,1778,293,1778,618,883
271230333001,1277,1738,259,1738,5,661
271230333002,601,808,109,808,0,388
271230333003,674,756,53,756,0,330
271230334001,404,1347,261,1347,143,594
271230334002,716,1018,179,1018,22,472
271230334003,459,694,68,694,43,330
271230335001,215,1353,453,1353,38,389
271230335002,135,851,274,851,54,369
271230335003,295,1632,611,1632,11,488
271230336001,28,1805,766,1805,40,644
271230337001,323,1372,268,1372,124,701
271230338001,580,1390,399,1390,24,430
271230338002,224,574,110,574,9,237
271230339001,697,1560,489,1560,41,625
271230340001,842,949,182,949,75,499
271230340002,562,743,82,743,4,408
271230342011,1601,2296,127,2296,112,1694
271230342021,1310,1719,138,1719,191,964
271230342022,470,1066,52,1066,21,768
271230342023,1935,2735,103,2735,304,2037
271230344001,597,681,191,681,0,253
271230344002,379,1480,500,1480,47,607
271230345001,441,1136,271,1136,15,420
271230345002,549,757,178,757,0,336
271230345003,766,2047,891,2047,16,661
271230346011,736,1760,477,1760,35,597
271230346012,811,1915,678,1915,24,595
271230346013,362,1798,520,1798,187,706
271230346021,331,984,317,984,0,269
271230346022,590,1846,460,1846,55,554
271230346023,547,1693,480,1693,0,617
271230347011,582,1401,375,1401,0,430
271230347012,368,1945,760,1945,0,671
271230347013,959,1865,640,1865,32,607
271230347021,881,1948,598,1948,0,635
271230347022,444,1415,343,1415,0,675
271230347023,152,794,132,794,0,276
271230349001,1144,1238,121,1238,0,297
271230349002,779,855,74,855,0,473
271230349003,1256,1428,307,1428,18,452
271230350001,1103,1370,373,1370,0,523
271230350002,682,712,109,712,5,343
271230350003,517,562,145,562,0,221
271230351001,2109,2725,283,2725,8,534
271230351002,703,888,220,888,0,461
271230352001,1186,1342,210,1342,0,615
271230352002,947,1077,233,1077,0,468
271230352003,887,967,183,967,0,425
271230353001,831,1079,173,1079,0,443
271230353002,914,1006,254,1006,8,391
271230353003,639,754,148,754,0,436
271230353004,926,989,185,989,20,532
271230355001,1156,1311,138,1311,91,840
271230355002,785,971,109,971,31,483
271230357001,1066,1277,400,1277,0,515
271230357002,1088,1221,232,1221,26,587
271230358001,994,1145,71,1145,0,665
271230358002,459,691,135,691,17,497
271230358003,903,962,96,962,13,589
271230359001,414,651,101,651,0,493
271230360001,411,557,50,557,0,306
271230360002,1236,1856,323,1856,604,1018
271230361001,215,1601,416,1601,54,505
271230363001,544,599,163,599,0,294
271230363002,730,758,240,758,7,293
271230363003,740,750,104,750,0,322
271230363004,1271,1448,294,1448,214,462
271230364001,1000,1190,265,1190,14,536
271230364002,985,1236,256,1236,38,553
271230364003,480,480,137,480,0,187
271230364004,758,917,160,917,0,360
271230365001,845,1012,257,1012,0,467
271230365002,1044,1142,248,1142,24,557
271230365003,564,597,131,597,0,295
271230365004,1028,1037,228,1037,8,466
271230366001,1263,1397,157,1397,17,826
271230366002,1043,1086,361,1086,9,390
271230366003,569,676,123,676,7,403
271230366004,778,928,185,928,31,418
271230367001,700,824,129,824,0,393
271230367002,440,580,92,580,40,249
271230367003,1288,1665,297,1665,126,843
271230367004,884,1509,385,1509,10,541
271230368001,955,1306,235,1306,10,568
271230368002,1010,1325,339,1325,137,567
271230369001,949,1283,232,1283,140,676
271230369002,533,670,113,670,33,351
271230370001,414,676,160,676,0,277
271230370002,501,720,76,720,0,307
271230370003,669,683,166,683,0,242
271230370004,605,669,179,669,0,271
271230371001,447,1335,440,1335,51,544
271230371002,385,1088,337,1088,0,280
271230371003,488,958,247,958,16,438
271230371004,395,539,86,539,0,269
271230371005,646,943,258,943,5,396
271230372001,707,1940,659,1940,33,707
271230372002,563,848,182,848,8,315
271230372003,330,1086,340,1086,11,391
271230372004,371,1483,647,1483,24,475
271230372005,234,804,227,804,17,272
271230374021,607,1020,164,1020,0,405
271230374022,693,1182,314,1182,15,455
271230374023,995,1905,483,1905,0,901
271230374031,284,492,50,492,18,198
271230374032,487,944,309,944,0,268
271230374033,337,1634,823,1634,0,528
271230374034,887,1906,591,1906,114,572
271230374035,543,1699,315,1699,35,694
271230375001,753,1071,316,1071,21,333
271230375002,693,1041,208,1041,9,432
271230375003,628,719,188,719,0,310
271230375004,577,698,161,698,54,401
271230375005,775,1034,192,1034,0,437
271230375006,450,701,220,701,13,272
271230376011,1535,1999,439,1999,105,978
271230376012,973,992,174,992,0,383
271230376013,908,1181,161,1181,64,761
271230376021,911,1385,96,1385,69,802
271230376022,622,749,0,749,0,497
271230376023,146,1753,771,1753,25,650
271230376024,1223,1507,291,1507,630,818
271230401001,2059,2392,637,2392,166,819
271230401002,659,701,41,701,14,328
271230401003,1163,1169,280,1169,12,451
271230401004,1300,1300,306,1300,60,519
271230401005,1483,1571,246,1571,47,768
271230402001,825,825,169,825,106,417
271230402002,1104,1191,144,1191,70,611
271230403011,941,1123,254,1123,5,458
271230403012,803,924,248,924,6,312
271230403021,1372,1412,307,1412,0,588
271230403022,1212,1426,279,1426,12,583
271230403023,2061,2474,617,2474,0,1047
271230404011,786,877,187,877,0,368
271230404012,1070,1070,199,1070,0,408
271230404013,1357,1708,263,1708,73,842
271230404021,2703,2883,624,2883,50,1215
271230404022,1977,2428,576,2428,210,1119
271230405021,820,850,161,850,65,446
271230405022,1032,1122,330,1122,5,354
271230405023,929,957,170,957,0,333
271230405031,1924,2311,318,2311,53,1153
271230405032,1121,1430,374,1430,66,559
271230405041,1868,2190,479,2190,38,976
271230405042,1409,1755,319,1755,83,807
271230406011,1139,1268,220,1268,16,526
271230406012,1115,1196,67,1196,172,561
271230406013,3012,3252,691,3252,642,1268
271230406031,1506,1945,498,1945,47,670
271230406032,1876,2137,422,2137,25,858
271230406033,1397,1530,244,1530,50,757
271230406041,596,1129,538,1129,42,386
271230406042,990,1235,161,1235,112,725
271230406043,1240,1550,342,1550,48,671
271230406044,1488,1616,316,1616,0,738
271230406045,1648,2146,479,2146,201,819
271230407031,1641,2421,433,2421,80,1056
271230407032,2600,3259,573,3259,151,1380
271230407033,1631,1654,468,1654,13,657
271230407041,525,525,125,525,0,250
271230407042,2127,2728,513,2728,66,1212
271230407043,1733,2183,530,2183,191,1084
271230407051,1834,2308,366,2308,317,1185
271230407052,1600,1939,481,1939,0,711
271230407061,721,814,143,814,0,363
271230407062,1294,1482,262,1482,0,633
271230407063,2291,2687,684,2687,17,1050
271230407071,1757,1872,518,1872,40,710
271230407072,1653,1777,247,1777,122,748
271230407073,705,783,164,783,53,404
271230408011,357,670,183,670,49,214
271230408012,2582,2956,693,2956,59,1116
271230408031,1133,1165,162,1165,17,547
271230408032,873,987,161,987,86,332
271230408033,918,1075,255,1075,21,435
271230408034,1348,1551,415,1551,48,503
271230409011,992,1160,253,1160,23,435
271230409012,694,1168,330,1168,115,442
271230409021,1218,2025,629,2025,73,745
271230409022,1477,2063,500,2063,26,905
271230410011,1277,1431,297,1431,77,607
271230410012,1638,2008,434,2008,74,739
271230410021,1153,1808,409,1808,52,910
271230410022,1350,1451,388,1451,70,515
271230411031,1246,2119,469,2119,7,931
271230411032,1027,1251,109,1251,383,735
271230411041,1736,1754,335,1754,149,864
271230411042,1119,1245,246,1245,29,465
271230411051,2302,2552,470,2552,375,1138
271230411052,1024,1204,173,1204,12,456
271230411053,1529,1780,422,1780,29,711
271230411061,1837,2235,542,2235,0,908
271230411062,868,1281,357,1281,26,504
271230411071,2065,2516,540,2516,117,1238
271230411072,563,806,156,806,21,363
271230411073,770,1070,254,1070,14,413
271230411074,921,1630,523,1630,0,613
271230412001,1241,1582,326,1582,77,582
271230412002,711,1298,473,1298,5,410
271230412003,779,1487,383,1487,4,820
271230413011,1204,1902,444,1902,103,846
271230413012,968,1164,160,1164,65,533
271230413013,592,744,107,744,30,395
271230413021,1879,2165,137,2165,147,855
271230413022,1262,2019,330,2019,67,803
271230414001,1180,1532,277,1532,252,764
271230414002,1012,1211,246,1211,0,390
271230414003,1464,2031,345,2031,124,1210
271230414004,1284,1416,331,1416,0,367
271230415001,1546,1919,318,1919,42,829
271230415002,1162,1433,239,1433,9,691
271230415003,1402,1465,327,1465,21,607
271230416011,1480,2031,317,2031,39,874
271230416012,1753,2267,565,2267,17,966
271230416013,1585,1825,396,1825,0,866
271230416021,1078,1644,227,1644,93,998
271230416022,875,2182,620,2182,19,773
271230417001,841,1092,181,1092,0,475
271230417002,674,774,97,774,90,437
271230417003,862,1066,284,1066,57,469
271230418001,681,760,114,760,0,288
271230418002,635,860,186,860,13,377
271230418003,1049,1559,299,1559,11,706
271230418004,377,563,74,563,8,298
271230419001,713,808,156,808,7,373
271230419002,1026,1443,400,1443,191,576
271230419003,1063,1249,208,1249,44,594
271230420011,1059,1301,91,1301,16,419
271230420012,147,759,152,759,6,363
271230420021,558,1228,204,1228,0,673
271230420022,1068,1273,124,1273,0,652
271230421011,1432,2674,572,2674,127,1057
271230421012,977,1327,170,1327,205,752
271230421013,1176,1385,164,1385,20,898
271230421014,434,457,0,457,20,347
271230421021,1736,2968,749,2968,36,1137
271230421022,1180,1492,265,1492,40,690
271230422011,715,1477,370,1477,27,530
271230422021,1121,1427,389,1427,9,488
271230422022,1623,3064,759,3064,223,1118
271230422023,475,1070,358,1070,0,385
271230423011,772,1149,163,1149,99,466
271230423012,1182,1800,368,1800,284,751
271230423021,798,1509,383,1509,24,572
271230423022,506,733,166,733,8,254
271230423023,362,894,254,894,0,290
271230423024,545,911,160,911,113,439
271230423025,480,887,246,887,37,327
271230424011,2068,2388,392,2388,111,1021
271230424012,2327,4006,833,4006,687,1694
271230424021,1189,1992,469,1992,103,759
271230424022,1158,1238,300,1238,14,513
271230424023,920,1677,413,1677,88,576
271230424024,914,1268,325,1268,0,447
271230425011,365,730,167,730,28,334
271230425012,1097,1450,373,1450,68,537
271230425013,1250,1884,343,1884,121,875
271230425014,783,1390,288,1390,116,669
271230425031,2144,2924,699,2924,197,980
271230425032,288,333,69,333,0,108
271230425041,828,1249,113,1249,0,411
271230425042,1791,2695,466,2695,122,1236
271230426011,1498,1746,343,1746,0,610
271230426012,1199,1705,265,1705,5,810
271230426013,720,1467,520,1467,0,465
271230426021,732,888,212,888,8,356
271230426022,398,636,107,636,42,233
271230426023,544,842,115,842,6,410
271230427001,1512,1827,397,1827,25,720
271230427002,1681,2212,445,2212,178,1094
271230427003,684,918,229,918,0,325
271230428001,377,538,71,538,26,302
271230428002,99,1879,816,1879,4,641
271230429001,724,1133,276,1133,20,434
271230429002,530,609,95,609,0,313
271230429003,852,989,178,989,10,424
271230429004,1114,1168,170,1168,43,669
271230430001,1254,1431,316,1431,45,404
271230430002,1146,1324,141,1324,0,681
271230430003,1161,1233,427,1233,0,434
271230430004,496,521,88,521,0,272
271230430005,864,1014,193,1014,14,573
271230430006,781,815,52,815,17,422
271239800001,0,0,0,0,0,0
271390801001,840,862,122,862,186,424
271390801002,570,1318,426,1318,118,507
271390802011,680,924,245,924,34,282
271390802012,1593,1750,446,1750,389,647
271390802021,2456,3240,1145,3240,525,912
271390802022,1600,1947,612,1947,226,662
271390802031,2390,2838,848,2838,166,965
271390802032,1746,2116,468,2116,47,801
271390802033,1217,1521,482,1521,0,424
271390802034,601,1758,474,1758,216,544
271390802041,2110,2558,760,2558,899,1076
271390802042,763,822,195,822,77,276
271390802051,2920,3175,1191,3175,139,885
271390802052,1091,1283,272,1283,17,411
271390802053,1448,1645,493,1645,19,549
271390802054,914,1188,270,1188,24,395
271390802055,770,1066,224,1066,235,507
271390803011,4229,6437,2388,6437,1557,1919
271390803012,2693,3322,922,3322,311,1227
271390803013,1445,2034,316,2034,70,824
271390803021,3198,4884,1679,4884,773,1655
271390803022,1340,1633,445,1633,99,552
271390803023,6792,9263,3139,9263,2182,2721
271390804001,468,605,127,605,14,268
271390804002,1464,2475,522,2475,65,991
271390804003,662,797,140,797,30,379
271390805001,705,805,93,805,76,352
271390805002,1512,1936,282,1936,60,519
271390806001,1623,1932,378,1932,160,873
271390806002,1420,2314,831,2314,141,711
271390807001,1939,2491,761,2491,454,759
271390807002,421,1093,406,1093,98,311
271390809031,3312,4669,1308,4669,1394,1738
271390809032,1819,2021,458,2021,329,716
271390809033,1250,1530,433,1530,220,591
271390809041,1216,1261,174,1261,82,717
271390809042,4204,5039,1621,5039,727,1861
271390809043,1659,1727,480,1727,52,690
271390809051,3382,3637,1052,3637,229,1178
271390809052,802,958,309,958,18,385
271390809053,621,638,131,638,28,310
271390809061,2005,2093,500,2093,107,778
271390809062,703,837,131,837,71,381
271390809063,1794,2049,666,2049,57,736
271390811001,1961,2097,533,2097,247,735
271390811002,1234,1240,318,1240,155,399
271390811003,2071,2129,520,2129,143,767
271390811004,5451,5667,1816,5667,1262,1902
271630701031,1805,1940,522,1940,366,676
271630701032,689,861,201,861,39,457
271630701033,644,669,78,669,0,420
271630701034,1124,1478,444,1478,103,698
271630701041,1521,1626,403,1626,43,544
271630701042,759,788,218,788,19,328
271630701043,628,655,91,655,126,344
271630701051,1639,1717,456,1717,111,722
271630701052,1141,1221,213,1221,69,523
271630701053,1121,1162,167,1162,42,444
271630701061,2261,2463,520,2463,698,1200
271630701062,1579,1635,474,1635,65,566
271630701063,3085,3191,958,3191,576,974
271630702031,5728,6306,1896,6306,1950,2450
271630702032,2168,2181,533,2181,141,785
271630702041,1027,1041,252,1041,91,379
271630702042,4537,4887,1297,4887,1232,1898
271630703011,803,834,176,834,37,373
271630703012,786,892,216,892,41,300
271630703031,885,897,193,897,22,383
271630703032,1172,1191,211,1191,52,620
271630703033,2419,2905,790,2905,279,992
271630703041,896,945,146,945,16,386
271630703042,816,932,352,932,46,313
271630703043,1253,1291,315,1291,82,504
271630703044,716,755,249,755,19,288
271630703045,954,1033,257,1033,96,461
271630704041,919,995,230,995,82,404
271630704042,2492,2595,797,2595,523,936
271630704051,1850,1958,414,1958,107,735
271630704052,2656,2801,941,2801,452,867
271630704061,1400,1429,265,1429,107,501
271630704062,979,1366,411,1366,88,554
271630704063,1029,1071,200,1071,13,413
271630705011,755,762,181,762,95,293
271630705012,2535,2708,621,2708,80,1008
271630705021,1625,1742,314,1742,275,759
271630705022,790,790,210,790,0,348
271630705023,970,1089,172,1089,22,541
271630705024,794,822,137,822,16,351
271630706011,3777,4087,1279,4087,489,1499
271630706012,1809,2200,605,2200,98,1063
271630706021,1199,1199,290,1199,72,493
271630706022,658,720,147,720,7,353
271630706023,928,1171,346,1171,15,484
271630707011,2909,2998,542,2998,681,1301
271630707012,2440,2657,674,2657,296,871
271630707013,1417,1508,420,1508,113,507
271630707031,1521,1561,343,1561,4,582
271630707032,1559,1813,180,1813,40,1090
271630707041,877,918,195,918,89,450
271630707042,1167,1235,315,1235,113,507
271630709061,1321,1542,248,1542,125,701
271630709062,1246,1796,367,1796,45,660
271630709063,1401,2015,535,2015,8,728
271630709071,1038,1349,218,1349,307,579
271630709072,821,993,72,993,67,377
271630709073,1804,2308,569,2308,295,996
271630709074,193,574,220,574,99,313
271630709091,1090,1111,108,1111,16,396
271630709092,2050,2638,586,2638,119,1128
271630709093,1285,1627,426,1627,33,568
271630709101,1924,2976,666,2976,69,1155
271630709102,1502,2137,421,2137,137,964
271630709111,889,1009,100,1009,10,411
271630709112,1033,1374,308,1374,237,744
271630709113,806,1277,348,1277,43,475
271630709114,722,980,241,980,30,386
271630709121,851,1481,343,1481,30,659
271630709122,1373,1592,284,1592,55,705
271630710011,1545,2102,372,2102,0,895
271630710012,1907,2486,634,2486,203,1262
271630710031,1297,1786,453,1786,61,783
271630710032,467,496,116,496,70,241
271630710033,1058,1203,278,1203,21,374
271630710061,1729,2393,527,2393,273,1050
271630710062,1646,2253,474,2253,325,983
271630710101,1304,1424,423,1424,29,537
271630710102,1675,2036,452,2036,41,719
271630710103,1157,1564,411,1564,14,709
271630710111,661,781,228,781,6,249
271630710112,1895,2250,584,2250,26,722
271630710121,1131,1462,380,1462,95,636
271630710122,1019,1582,382,1582,89,766
271630710123,1182,1985,353,1985,103,872
271630710131,867,955,213,955,0,357
271630710132,2056,2540,519,2540,15,999
271630710133,1363,1509,431,1509,52,598
271630710141,2221,2739,846,2739,270,971
271630710142,1236,1433,412,1433,0,408
271630710151,1539,2013,653,2013,0,597
271630710152,2005,2365,648,2365,53,820
271630710153,1800,2394,429,2394,430,1123
271630710161,1567,1904,540,1904,139,652
271630710162,2243,2700,906,2700,198,814
271630710171,5555,8111,2526,8111,2132,3112
271630710181,5784,7503,3036,7503,1587,2184
271630710182,6459,9164,2299,9164,2406,3179
271630712061,5424,7423,2599,7423,1396,1976
271630712062,1139,1388,307,1388,11,481
271630712063,1596,2085,767,2085,50,983
271630712071,2122,2189,426,2189,67,844
271630712072,2380,2819,750,2819,119,1064
271630712073,1465,1826,628,1826,80,613
271630712081,1266,1489,443,1489,0,546
271630712082,1738,2046,440,2046,0,763
271630712083,1196,1615,369,1615,0,583
271630712091,2195,2603,868,2603,59,748
271630712092,1380,1923,551,1923,128,660
271630712093,1313,1469,242,1469,0,544
271630713001,2136,2682,609,2682,302,1015
271630713002,2286,2694,681,2694,3,1019
271630714001,696,796,125,796,0,368
271630714002,945,1103,231,1103,94,489
271630714003,840,1012,161,1012,18,392
271630714004,1819,2345,638,2345,72,822
271630714005,1555,2032,555,2032,108,733
